-28680	-14	-98
-28659	-14	-98
-28638	-14	-98
-28617	-14	-98
-28597	-14	-98
-28575	-14	-98
-28555	-14	-98
-28534	-14	-98
-28513	-14	-98
-28492	-14	-98
-28472	-14	-98
-28450	-14	-98
-28430	-14	-98
-28409	-14	-98
-28388	-14	-98
-28367	-14	-98
-28347	-14	-98
-28325	-14	-98
-28305	-14	-98
-28284	-14	-98
-28264	-14	-98
-28242	-14	-98
-28222	-14	-98
-28201	-14	-98
-28180	-14	-98
-28159	-14	-98
-28139	-14	-98
-28117	-14	-98
-28097	-14	-98
-28077	-14	-98
-28055	-14	-98
-28035	-14	-98
-28014	-14	-97
-27993	-14	-97
-27972	-14	-98
-27952	-14	-98
-27931	-14	-98
-27910	-14	-98
-27889	-14	-98
-27869	-14	-97
-27847	-14	-98
-27827	-14	-98
-27806	-14	-98
-27785	-14	-97
-27764	-14	-97
-27744	-14	-98
-27722	-14	-98
-27702	-14	-98
-27681	-14	-97
-27660	-14	-97
-27639	-14	-97
-27619	-14	-96
-27598	-14	-96
-27577	-14	-95
-27556	-14	-95
-27536	-14	-95
-27514	-14	-95
-27494	-14	-95
-27473	-14	-95
-27452	-14	-95
-27431	-14	-95
-27411	-14	-95
-27389	-14	-96
-27369	-14	-96
-27348	-14	-96
-27328	-14	-96
-27306	-14	-96
-27286	-14	-96
-27266	-14	-96
-27244	-14	-96
-27224	-14	-96
-27203	-14	-96
-27182	-14	-96
-27161	-14	-96
-27141	-14	-96
-27119	-14	-96
-27099	-14	-96
-27078	-14	-96
-27057	-14	-97
-27036	-14	-97
-27016	-14	-99
-26994	-14	-100
-26973	-14	-101
-26951	-14	-102
-26929	-13	-103
-26907	-13	-103
-26886	-13	-103
-26864	-13	-103
-26842	-13	-102
-26820	-13	-101
-26799	-13	-99
-26777	-13	-97
-26757	-13	-95
-26736	-13	-93
-26715	-13	-92
-26694	-13	-89
-26674	-13	-86
-26652	-13	-84
-26632	-13	-82
-26611	-13	-80
-26590	-13	-77
-26569	-13	-74
-26549	-13	-71
-26527	-13	-69
-26507	-13	-66
-26486	-13	-64
-26466	-13	-61
-26444	-13	-59
-26424	-13	-57
-26403	-13	-55
-26382	-13	-52
-26361	-13	-50
-26341	-13	-48
-26319	-13	-45
-26299	-13	-43
-26278	-13	-41
-26257	-13	-39
-26236	-13	-37
-26216	-13	-35
-26194	-13	-33
-26174	-13	-31
-26153	-12	-29
-26133	-11	-27
-26111	-10	-26
-26091	-10	-24
-26071	-9	-22
-26050	-8	-21
-26031	-7	-20
-26011	-6	-19
-25991	-6	-18
-25971	-5	-17
-25952	-5	-16
-25932	-5	-15
-25912	-5	-15
-25892	-5	-14
-25873	-5	-14
-25852	-5	-13
-25833	-5	-13
-25813	-4	-13
-25793	-3	-13
-25774	-3	-12
-25754	-2	-12
-25735	-2	-12
-25714	-2	-11
-25695	-1	-11
-25675	-1	-10
-25655	-1	-10
-25635	-1	-10
-25616	0	-9
-25597	0	-9
-25580	1	-8
-25563	2	-8
-25545	2	-7
-25527	3	-7
-25509	4	-6
-25492	4	-6
-25475	4	-6
-25456	4	-6
-25439	4	-5
-25421	4	-5
-25404	4	-4
-25385	4	-4
-25368	4	-3
-25351	4	-3
-25333	4	-2
-25315	4	-2
-25297	4	-2
-25280	4	-1
-25262	5	-1
-25244	5	0
-25228	5	0
-25211	5	0
-25194	5	1
-25178	5	1
-25161	5	1
-25145	5	1
-25127	5	1
-25111	5	1
-25095	5	1
-25078	5	1
-25061	5	1
-25044	5	1
-25028	5	1
-25012	5	2
-24994	5	1
-24978	5	2
-24962	5	2
-24945	5	3
-24928	5	3
-24911	5	4
-24895	5	4
-24879	5	5
-24861	5	5
-24845	5	6
-24828	5	7
-24812	5	8
-24795	6	9
-24778	5	10
-24761	5	10
-24743	5	11
-24725	5	11
-24708	5	11
-24690	5	12
-24673	5	12
-24654	5	12
-24637	5	12
-24620	5	12
-24602	5	11
-24584	5	9
-24567	5	7
-24551	5	4
-24535	6	0
-24517	6	-4
-24500	9	-8
-24482	12	-13
-24462	16	-17
-24442	20	-20
-24423	24	-24
-24403	28	-27
-24383	30	-32
-24364	30	-34
-24344	30	-35
-24324	30	-35
-24304	30	-36
-24285	30	-36
-24264	30	-36
-24245	30	-36
-24225	30	-36
-24206	28	-36
-24185	27	-36
-24166	26	-35
-24146	25	-34
-24126	25	-33
-24106	25	-32
-24087	24	-31
-24067	25	-31
-24047	24	-30
-24028	24	-30
-24008	24	-30
-23988	25	-30
-23968	25	-30
-23949	25	-30
-23928	25	-31
-23909	25	-31
-23889	28	-33
-23870	30	-34
-23849	30	-34
-23830	30	-34
-23811	30	-35
-23790	30	-35
-23771	30	-35
-23751	30	-35
-23731	30	-35
-23711	30	-35
-23692	30	-35
-23672	31	-35
-23652	30	-35
-23632	30	-35
-23613	30	-36
-23592	30	-35
-23573	30	-35
-23554	30	-35
-23533	30	-34
-23514	30	-33
-23494	30	-29
-23475	30	-23
-23454	28	-16
-23435	25	-10
-23415	20	-8
-23396	14	-8
-23377	9	-9
-23360	4	-12
-23342	-2	-13
-23321	-7	-14
-23302	-13	-18
-23281	-17	-20
-23260	-19	-22
-23239	-19	-23
-23219	-19	-23
-23197	-19	-23
-23177	-19	-22
-23156	-19	-22
-23135	-19	-22
-23114	-19	-22
-23094	-19	-21
-23073	-19	-20
-23052	-19	-19
-23031	-19	-17
-23011	-19	-16
-22989	-19	-15
-22969	-19	-14
-22948	-19	-13
-22927	-19	-12
-22906	-19	-12
-22886	-19	-12
-22864	-19	-12
-22844	-19	-12
-22823	-19	-12
-22802	-19	-12
-22781	-19	-12
-22761	-19	-12
-22740	-19	-14
-22719	-19	-14
-22698	-19	-16
-22678	-19	-18
-22656	-19	-21
-22636	-19	-23
-22616	-19	-28
-22594	-19	-33
-22574	-19	-39
-22553	-19	-45
-22532	-19	-51
-22511	-19	-58
-22491	-19	-65
-22469	-19	-72
-22449	-18	-81
-22428	-18	-88
-22408	-17	-95
-22386	-14	-100
-22365	-14	-105
-22343	-13	-108
-22321	-13	-110
-22299	-13	-110
-22278	-13	-109
-22255	-12	-109
-22234	-13	-108
-22212	-13	-107
-22190	-12	-106
-22168	-13	-106
-22147	-13	-106
-22124	-12	-106
-22103	-12	-106
-22081	-13	-106
-22058	-13	-106
-22037	-13	-106
-22015	-13	-106
-21993	-13	-106
-21971	-13	-106
-21950	-13	-106
-21927	-12	-106
-21906	-13	-106
-21884	-13	-106
-21862	-13	-106
-21840	-13	-106
-21819	-13	-106
-21796	-13	-106
-21775	-13	-106
-21753	-13	-106
-21731	-13	-106
-21709	-13	-106
-21688	-13	-106
-21665	-13	-106
-21644	-13	-106
-21622	-13	-106
-21600	-13	-106
-21578	-13	-106
-21557	-13	-106
-21534	-13	-106
-21513	-12	-106
-21491	-13	-106
-21469	-13	-106
-21447	-13	-106
-21426	-13	-107
-21403	-13	-107
-21382	-13	-106
-21360	-13	-106
-21338	-13	-106
-21316	-13	-105
-21295	-13	-105
-21273	-13	-105
-21251	-13	-104
-21229	-13	-103
-21208	-13	-102
-21185	-13	-100
-21164	-13	-97
-21143	-13	-96
-21122	-13	-94
-21101	-12	-92
-21081	-13	-89
-21059	-11	-87
-21039	-9	-85
-21019	-7	-83
-20999	-6	-81
-20979	-3	-79
-20960	-1	-76
-20939	2	-74
-20921	4	-72
-20902	5	-70
-20884	5	-67
-20864	6	-65
-20846	6	-63
-20828	7	-61
-20809	8	-58
-20790	9	-55
-20771	10	-53
-20752	11	-50
-20731	12	-48
-20712	12	-46
-20692	13	-44
-20672	13	-43
-20653	13	-40
-20633	13	-38
-20614	13	-35
-20593	13	-32
-20574	13	-30
-20554	13	-28
-20534	13	-26
-20514	13	-25
-20495	13	-24
-20474	13	-23
-20455	13	-23
-20435	13	-22
-20416	13	-21
-20396	12	-20
-20376	9	-19
-20358	8	-18
-20338	6	-18
-20320	4	-17
-20301	3	-16
-20283	2	-16
-20263	1	-16
-20245	1	-15
-20227	1	-14
-20208	1	-14
-20189	0	-14
-20170	0	-13
-20152	0	-13
-20132	-1	-13
-20113	-2	-12
-20093	-2	-12
-20073	-3	-11
-20053	-4	-11
-20034	-5	-11
-20015	-6	-11
-19994	-6	-11
-19975	-7	-11
-19955	-8	-11
-19935	-9	-11
-19915	-9	-11
-19896	-10	-11
-19874	-10	-10
-19854	-11	-11
-19833	-11	-11
-19813	-11	-11
-19791	-12	-11
-19771	-13	-11
-19750	-13	-11
-19729	-14	-11
-19708	-15	-11
-19688	-16	-11
-19666	-17	-11
-19646	-18	-11
-19625	-19	-11
-19604	-19	-11
-19583	-20	-11
-19563	-20	-11
-19543	-19	-11
-19521	-20	-11
-19501	-20	-11
-19480	-20	-11
-19459	-20	-11
-19438	-20	-11
-19418	-20	-11
-19396	-20	-11
-19376	-20	-11
-19355	-20	-11
-19334	-20	-11
-19313	-20	-11
-19293	-20	-11
-19271	-20	-11
-19251	-20	-11
-19230	-20	-12
-19209	-20	-12
-19188	-20	-12
-19168	-20	-12
-19147	-20	-11
-19126	-20	-11
-19105	-20	-11
-19085	-20	-11
-19063	-20	-11
-19043	-20	-12
-19022	-20	-11
-19001	-20	-12
-18980	-20	-11
-18960	-20	-11
-18938	-20	-11
-18918	-20	-11
-18897	-20	-11
-18877	-20	-12
-18855	-20	-12
-18835	-20	-12
-18814	-20	-12
-18793	-20	-11
-18772	-20	-11
-18752	-20	-12
-18730	-20	-11
-18710	-20	-11
-18690	-20	-12
-18668	-20	-11
-18648	-20	-12
-18627	-20	-12
-18606	-20	-12
-18585	-20	-12
-18565	-20	-11
-18543	-20	-12
-18523	-14	-10
-18502	-7	-7
-18484	-2	-5
-18464	3	0
-18448	7	5
-18431	10	10
-18413	12	17
-18394	14	21
-18375	16	21
-18357	18	21
-18337	18	21
-18319	18	21
-18300	18	20
-18282	18	20
-18263	18	19
-18244	18	20
-18226	17	19
-18206	14	19
-18188	12	19
-18169	10	20
-18151	10	20
-18131	9	20
-18114	9	20
-18097	9	19
-18078	9	18
-18061	9	17
-18043	9	16
-18026	9	14
-18008	9	14
-17990	10	14
-17972	12	13
-17953	12	13
-17934	12	11
-17915	13	10
-17897	13	9
-17880	13	8
-17861	13	8
-17844	13	8
-17826	13	8
-17808	13	8
-17790	13	8
-17773	13	7
-17756	13	8
-17737	13	8
-17720	13	8
-17702	13	8
-17685	13	9
-17667	13	10
-17648	13	10
-17630	13	11
-17610	13	13
-17592	13	13
-17573	13	14
-17555	13	15
-17535	13	15
-17517	13	16
-17499	12	17
-17480	11	17
-17461	9	16
-17443	8	16
-17426	8	14
-17407	8	10
-17390	8	7
-17374	8	2
-17357	8	-4
-17339	12	-10
-17319	16	-15
-17300	21	-21
-17280	26	-25
-17260	30	-31
-17241	31	-35
-17221	31	-37
-17201	31	-38
-17181	32	-39
-17162	31	-39
-17141	29	-39
-17122	27	-39
-17102	25	-39
-17083	25	-39
-17062	25	-38
-17043	24	-38
-17023	25	-37
-17003	25	-36
-16984	24	-35
-16964	24	-35
-16944	24	-35
-16924	24	-34
-16905	24	-34
-16885	25	-34
-16865	24	-34
-16845	24	-34
-16826	24	-34
-16805	24	-34
-16786	25	-34
-16766	24	-35
-16747	25	-35
-16727	26	-34
-16707	28	-35
-16688	29	-36
-16667	30	-36
-16648	30	-36
-16628	31	-36
-16608	30	-36
-16588	31	-36
-16569	30	-36
-16549	31	-36
-16529	30	-36
-16509	30	-36
-16490	30	-36
-16469	30	-36
-16450	31	-36
-16431	30	-36
-16410	30	-36
-16391	30	-36
-16371	30	-36
-16352	30	-36
-16331	30	-35
-16312	30	-34
-16292	30	-32
-16272	30	-27
-16252	30	-20
-16233	26	-14
-16212	21	-10
-16193	15	-10
-16174	10	-10
-16154	4	-12
-16135	-2	-14
-16115	-6	-14
-16096	-13	-18
-16074	-17	-20
-16054	-19	-21
-16033	-19	-21
-16012	-19	-22
-15991	-19	-22
-15971	-19	-22
-15950	-19	-21
-15929	-19	-21
-15908	-19	-20
-15888	-19	-19
-15866	-19	-18
-15846	-18	-17
-15825	-19	-15
-15804	-18	-14
-15783	-18	-13
-15763	-18	-12
-15741	-18	-11
-15721	-18	-11
-15700	-19	-11
-15679	-18	-11
-15658	-19	-11
-15638	-18	-11
-15618	-19	-11
-15596	-18	-11
-15576	-18	-11
-15555	-19	-10
-15534	-18	-11
-15513	-18	-11
-15493	-18	-11
-15471	-19	-11
-15451	-18	-12
-15430	-18	-12
-15409	-18	-13
-15388	-18	-14
-15368	-18	-15
-15346	-18	-15
-15326	-18	-15
-15305	-18	-18
-15285	-19	-18
-15263	-18	-19
-15243	-19	-21
-15222	-18	-22
-15201	-19	-24
-15180	-18	-27
-15160	-19	-30
-15138	-20	-35
-15118	-19	-39
-15097	-20	-46
-15076	-20	-50
-15055	-19	-55
-15035	-20	-63
-15013	-19	-70
-14993	-19	-77
-14972	-18	-85
-14952	-18	-90
-14930	-17	-94
-14910	-17	-94
-14889	-17	-94
-14868	-17	-94
-14847	-17	-94
-14827	-17	-93
-14805	-17	-93
-14785	-17	-93
-14765	-17	-93
-14743	-17	-93
-14723	-17	-93
-14702	-17	-93
-14681	-17	-93
-14660	-17	-93
-14640	-17	-93
-14619	-17	-93
-14598	-17	-93
-14577	-17	-93
-14557	-17	-93
-14535	-17	-94
-14515	-17	-94
-14494	-17	-95
-14473	-17	-95
-14452	-16	-96
-14432	-16	-96
-14410	-16	-96
-14390	-16	-96
-14369	-16	-96
-14348	-16	-96
-14327	-16	-96
-14307	-16	-96
-14286	-16	-96
-14265	-16	-96
-14244	-16	-96
-14224	-16	-96
-14202	-16	-96
-14182	-16	-96
-14161	-17	-96
-14140	-16	-96
-14119	-16	-96
-14099	-16	-96
-14077	-16	-96
-14057	-16	-96
-14036	-16	-96
-14015	-16	-96
-13994	-16	-96
-13974	-16	-96
-13954	-16	-96
-13932	-17	-96
-13912	-16	-96
-13891	-16	-96
-13870	-16	-96
-13849	-16	-96
-13829	-16	-96
-13807	-16	-96
-13787	-16	-96
-13766	-16	-96
-13745	-16	-96
-13724	-16	-96
-13704	-16	-96
-13682	-16	-96
-13662	-16	-96
-13641	-16	-96
-13621	-16	-96
-13599	-16	-96
-13579	-16	-96
-13558	-16	-96
-13537	-16	-96
-13516	-16	-96
-13496	-16	-96
-13474	-16	-95
-13454	-16	-95
-13433	-16	-95
-13412	-16	-95
-13391	-17	-95
-13371	-16	-95
-13349	-16	-95
-13329	-16	-95
-13308	-16	-95
-13288	-16	-94
-13266	-16	-94
-13246	-16	-93
-13225	-16	-93
-13204	-16	-93
-13183	-16	-93
-13163	-16	-93
-13141	-16	-93
-13121	-16	-93
-13101	-16	-93
-13079	-16	-93
-13059	-16	-93
-13038	-16	-93
-13017	-16	-93
-12996	-16	-93
-12976	-16	-93
-12955	-16	-93
-12934	-16	-93
-12913	-16	-93
-12893	-16	-93
-12871	-16	-93
-12851	-16	-93
-12830	-16	-93
-12809	-16	-93
-12788	-16	-93
-12768	-16	-93
-12746	-16	-93
-12726	-16	-93
-12705	-16	-93
-12684	-16	-93
-12663	-16	-93
-12643	-17	-93
-12622	-16	-93
-12601	-16	-93
-12580	-16	-93
-12560	-16	-93
-12538	-16	-93
-12518	-16	-93
-12497	-16	-93
-12476	-16	-93
-12455	-16	-93
-12435	-16	-93
-12413	-16	-93
-12393	-16	-93
-12372	-16	-93
-12351	-16	-94
-12330	-16	-93
-12310	-16	-93
-12290	-16	-93
-12268	-16	-93
-12248	-16	-93
-12227	-17	-93
-12206	-16	-93
-12185	-16	-93
-12165	-16	-94
-12143	-16	-93
-12123	-17	-93
-12102	-16	-93
-12081	-16	-94
-12060	-16	-93
-12040	-16	-93
-12018	-16	-93
-11998	-16	-94
-11977	-16	-94
-11957	-16	-93
-11935	-16	-94
-11915	-16	-94
-11894	-16	-93
-11873	-16	-94
-11852	-16	-93
-11832	-17	-94
-11810	-16	-94
-11790	-16	-93
-11769	-16	-93
-11748	-16	-93
-11727	-16	-92
-11707	-16	-91
-11685	-17	-90
-11665	-16	-89
-11644	-16	-88
-11624	-16	-86
-11602	-16	-84
-11582	-16	-82
-11561	-16	-80
-11540	-16	-78
-11519	-17	-75
-11499	-16	-73
-11477	-16	-70
-11457	-16	-68
-11437	-16	-66
-11415	-16	-65
-11395	-16	-63
-11374	-17	-61
-11353	-17	-59
-11332	-17	-57
-11312	-17	-55
-11291	-17	-54
-11270	-17	-53
-11249	-17	-53
-11229	-15	-55
-11207	-14	-58
-11187	-14	-61
-11166	-13	-62
-11145	-13	-62
-11124	-12	-62
-11104	-12	-62
-11082	-11	-62
-11062	-11	-62
-11041	-11	-63
-11020	-11	-63
-10999	-11	-62
-10979	-11	-63
-10958	-11	-63
-10937	-11	-63
-10916	-11	-62
-10896	-10	-61
-10874	-10	-60
-10854	-9	-58
-10834	-7	-57
-10814	-6	-55
-10794	-4	-52
-10775	-2	-49
-10755	0	-46
-10736	1	-43
-10718	3	-40
-10699	4	-36
-10680	5	-33
-10661	6	-30
-10643	6	-26
-10624	8	-22
-10605	8	-20
-10587	8	-16
-10568	9	-13
-10549	9	-10
-10530	10	-9
-10512	11	-7
-10493	11	-5
-10474	11	-4
-10456	11	-2
-10437	11	-1
-10418	11	-1
-10399	11	-1
-10381	11	-1
-10362	11	-1
-10343	11	-1
-10324	11	-1
-10306	11	-1
-10287	11	-1
-10268	11	-1
-10250	11	-1
-10231	11	-1
-10212	11	-1
-10193	11	-1
-10175	11	-1
-10156	11	-1
-10137	11	-1
-10119	11	-1
-10100	11	-1
-10081	11	-4
-10062	11	-8
-10044	11	-12
-10023	12	-16
-10004	13	-21
-9984	14	-25
-9966	16	-28
-9947	18	-32
-9928	20	-36
-9910	21	-39
-9890	23	-42
-9872	23	-45
-9853	23	-47
-9835	23	-48
-9816	23	-48
-9797	23	-48
-9779	23	-48
-9760	23	-49
-9741	23	-49
-9722	23	-49
-9704	23	-48
-9684	23	-49
-9666	23	-48
-9648	23	-48
-9629	23	-48
-9610	22	-47
-9591	22	-47
-9573	21	-46
-9553	20	-46
-9535	20	-46
-9517	20	-46
-9498	20	-46
-9479	20	-46
-9460	20	-46
-9442	20	-46
-9422	20	-46
-9404	20	-46
-9385	20	-46
-9367	20	-46
-9348	21	-48
-9329	23	-49
-9311	25	-50
-9291	27	-50
-9273	28	-50
-9254	29	-51
-9236	29	-50
-9216	29	-50
-9198	29	-50
-9180	29	-50
-9161	29	-50
-9142	29	-50
-9123	29	-49
-9105	29	-49
-9085	29	-49
-9067	29	-49
-9049	29	-47
-9030	29	-45
-9011	28	-40
-8992	23	-35
-8974	17	-30
-8954	12	-25
-8936	7	-20
-8919	1	-15
-8901	-5	-13
-8882	-11	-13
-8862	-16	-13
-8843	-20	-13
-8822	-23	-13
-8803	-23	-13
-8783	-23	-13
-8764	-23	-12
-8743	-23	-13
-8724	-23	-13
-8704	-23	-13
-8684	-23	-13
-8665	-22	-13
-8645	-22	-13
-8625	-22	-13
-8605	-22	-13
-8586	-22	-13
-8566	-22	-13
-8546	-22	-13
-8526	-22	-13
-8507	-22	-13
-8486	-22	-13
-8467	-22	-13
-8447	-22	-13
-8428	-22	-13
-8408	-22	-13
-8388	-22	-13
-8369	-22	-13
-8348	-22	-13
-8329	-22	-13
-8309	-22	-13
-8289	-22	-13
-8269	-22	-14
-8250	-22	-14
-8230	-22	-14
-8210	-22	-14
-8190	-22	-14
-8171	-22	-15
-8151	-22	-14
-8131	-22	-14
-8112	-22	-14
-8091	-22	-15
-8072	-22	-15
-8052	-22	-15
-8033	-22	-15
-8012	-22	-15
-7993	-22	-14
-7973	-22	-15
-7953	-22	-15
-7933	-22	-14
-7914	-22	-15
-7893	-22	-14
-7874	-22	-14
-7855	-22	-14
-7835	-22	-15
-7815	-18	-15
-7795	-12	-15
-7776	-6	-12
-7756	0	-9
-7740	3	-5
-7724	6	1
-7708	8	6
-7692	10	12
-7674	11	18
-7657	12	21
-7640	14	22
-7621	15	22
-7604	15	22
-7586	15	20
-7569	15	19
-7550	15	18
-7533	15	17
-7516	15	17
-7498	15	17
-7480	15	17
-7462	15	17
-7445	14	17
-7427	13	17
-7409	13	17
-7392	13	17
-7374	13	17
-7356	13	16
-7338	13	14
-7321	13	13
-7304	13	12
-7285	13	11
-7268	14	10
-7250	16	8
-7234	17	7
-7217	18	4
-7200	20	3
-7184	20	1
-7167	20	0
-7150	20	-2
-7133	20	-4
-7115	20	-5
-7098	20	-7
-7079	20	-8
-7062	20	-9
-7045	20	-11
-7025	20	-12
-7007	20	-14
-6988	21	-15
-6970	20	-17
-6950	20	-19
-6932	20	-21
-6914	21	-23
-6894	20	-25
-6876	21	-27
-6857	20	-30
-6839	20	-33
-6819	21	-37
-6801	20	-40
-6782	20	-45
-6764	20	-50
-6745	20	-54
-6726	20	-59
-6708	17	-63
-6688	13	-67
-6670	11	-71
-6651	9	-73
-6634	7	-75
-6616	5	-76
-6598	5	-76
-6581	5	-76
-6562	5	-75
-6545	4	-74
-6527	4	-72
-6510	5	-70
-6492	4	-69
-6474	5	-69
-6457	4	-69
-6439	5	-69
-6421	5	-69
-6404	5	-69
-6386	5	-69
-6369	5	-69
-6350	5	-69
-6333	5	-69
-6316	4	-68
-6297	5	-68
-6280	5	-67
-6262	4	-67
-6245	4	-67
-6226	3	-67
-6209	3	-66
-6192	2	-66
-6174	2	-67
-6156	2	-67
-6138	2	-68
-6121	2	-68
-6104	2	-69
-6085	2	-70
-6068	2	-70
-6050	2	-71
-6033	2	-72
-6014	2	-73
-5997	3	-74
-5980	4	-75
-5961	5	-76
-5944	6	-76
-5926	8	-76
-5909	8	-77
-5891	8	-77
-5873	8	-77
-5856	8	-76
-5838	8	-77
-5820	8	-77
-5802	8	-76
-5785	8	-76
-5768	8	-76
-5749	8	-76
-5732	8	-76
-5714	8	-76
-5696	8	-76
-5679	8	-75
-5661	5	-75
-5644	2	-74
-5625	-3	-73
-5607	-7	-72
-5588	-10	-71
-5569	-11	-71
-5549	-11	-71
-5529	-11	-71
-5510	-12	-71
-5489	-12	-71
-5470	-12	-71
-5450	-12	-71
-5430	-12	-71
-5410	-12	-72
-5391	-12	-72
-5371	-12	-72
-5351	-12	-72
-5331	-12	-72
-5312	-12	-72
-5292	-12	-72
-5272	-12	-72
-5253	-12	-72
-5233	-12	-72
-5213	-12	-73
-5193	-12	-73
-5174	-12	-74
-5153	-12	-74
-5134	-12	-75
-5114	-12	-76
-5094	-12	-77
-5074	-12	-79
-5055	-12	-80
-5036	-12	-82
-5015	-12	-84
-4996	-12	-86
-4976	-12	-88
-4956	-12	-89
-4936	-12	-91
-4917	-12	-93
-4896	-12	-94
-4877	-12	-94
-4857	-12	-94
-4838	-12	-94
-4817	-12	-94
-4798	-12	-94
-4778	-12	-94
-4758	-12	-94
-4739	-12	-94
-4719	-12	-94
-4699	-12	-95
-4679	-12	-94
-4660	-12	-94
-4640	-12	-94
-4620	-12	-94
-4600	-12	-94
-4581	-12	-94
-4560	-12	-94
-4541	-12	-94
-4521	-12	-94
-4502	-12	-94
-4482	-12	-94
-4462	-12	-94
-4443	-12	-94
-4422	-12	-94
-4403	-12	-94
-4383	-12	-95
-4363	-12	-94
-4343	-12	-94
-4324	-12	-95
-4304	-12	-94
-4284	-12	-95
-4264	-12	-94
-4245	-12	-95
-4224	-12	-94
-4205	-12	-94
-4186	-12	-95
-4165	-12	-95
-4146	-12	-95
-4126	-12	-95
-4107	-12	-95
-4086	-12	-96
-4067	-12	-95
-4047	-12	-95
-4027	-12	-94
-4007	-12	-94
-3988	-12	-92
-3967	-10	-91
-3948	-9	-90
-3930	-8	-88
-3911	-7	-87
-3892	-6	-86
-3873	-6	-84
-3855	-5	-83
-3836	-4	-82
-3817	-3	-80
-3799	-2	-78
-3780	-1	-75
-3761	0	-73
-3743	1	-71
-3726	1	-70
-3708	2	-68
-3690	2	-66
-3673	3	-64
-3655	4	-62
-3638	5	-60
-3619	6	-58
-3602	6	-56
-3584	8	-53
-3566	9	-51
-3549	9	-49
-3531	10	-47
-3513	10	-45
-3493	10	-43
-3475	10	-41
-3456	10	-39
-3438	10	-37
-3419	10	-35
-3400	11	-33
-3382	12	-31
-3362	12	-29
-3344	12	-28
-3325	12	-26
-3307	13	-25
-3288	13	-24
